任务开始运行于 r4516u01n01.misha.ycrc.yale.edu at Fri Dec 19 03:07:37 EST 2025
CUDA_VISIBLE_DEVICES: 0
正在使用的显卡信息：
NVIDIA A40
+ python -u src/train_rl.py --variants_path ./data/goldstein_price_family_variants.npz --model_path ./model/finetuned_tabpfn_goldstein_price_family.ckpt --total_episodes 10000 --max_steps 20 --n_candidates 128 --hidden_dim 64 --n_cross_attn_layers 2 --update_every 20 --save_every 1000 --save_dir ./runs/ppo_bo_1219_v1 --seed 42
/gpfs/radev/pi/cohan/yz979/environment/miniconda3/envs/fl_test/lib/python3.11/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]

======================================================================
Improved PPO Training for Bayesian Optimization (Goldstein-Price)
======================================================================
Device: cuda
Total Episodes: 10000
Max Steps per Episode: 20
Candidates per Step: 128
Update Every: 20 episodes
网络: hidden=64, self_attn=3, cross_attn=2, heads=8
======================================================================

TensorBoard 日志目录: ./runs/ppo_bo_1219_v1/tensorboard
环境已创建: 32 个 Goldstein-Price 变体
PPO 网络参数量: 285,124

开始训练...

Episode    20 | Reward:  23.80 | Regret: 98.2416 | Best: inf | LR: 1.00e-04
Episode  5040 | Reward:  23.60 | Regret: 47.7367 | Best: 37.4678 | LR: 1.36e-05
Episode  5060 | Reward:  22.46 | Regret: 56.2176 | Best: 37.4678 | LR: 1.30e-05
Episode  5080 | Reward:  22.58 | Regret: 55.1364 | Best: 37.4678 | LR: 1.25e-05
Episode  5100 | Reward:  22.57 | Regret: 55.5394 | Best: 37.4678 | LR: 1.20e-05
Episode  5120 | Reward:  23.00 | Regret: 55.9473 | Best: 37.4678 | LR: 1.15e-05
Episode  5140 | Reward:  23.22 | Regret: 55.9588 | Best: 37.4678 | LR: 1.10e-05
Episode  5160 | Reward:  23.51 | Regret: 54.0771 | Best: 37.4678 | LR: 1.05e-05
Episode  5180 | Reward:  23.32 | Regret: 51.5629 | Best: 37.4678 | LR: 1.00e-05
Episode  5200 | Reward:  23.72 | Regret: 47.7763 | Best: 37.4678 | LR: 9.55e-06
Episode  5220 | Reward:  24.21 | Regret: 45.0095 | Best: 37.4678 | LR: 9.09e-06
Episode  5240 | Reward:  24.48 | Regret: 49.6503 | Best: 37.4678 | LR: 8.65e-06
Episode  5260 | Reward:  25.15 | Regret: 43.0074 | Best: 37.4678 | LR: 8.21e-06
Episode  5280 | Reward:  24.87 | Regret: 56.8160 | Best: 37.4678 | LR: 7.78e-06
Episode  5300 | Reward:  25.52 | Regret: 59.4917 | Best: 37.4678 | LR: 7.37e-06
Episode  5320 | Reward:  24.76 | Regret: 62.0496 | Best: 37.4678 | LR: 6.96e-06
Episode  5340 | Reward:  24.80 | Regret: 58.5775 | Best: 37.4678 | LR: 6.57e-06
Episode  5360 | Reward:  23.95 | Regret: 58.9171 | Best: 37.4678 | LR: 6.18e-06
Episode  5380 | Reward:  23.54 | Regret: 48.2000 | Best: 37.4678 | LR: 5.81e-06
Episode  5400 | Reward:  22.23 | Regret: 52.9793 | Best: 37.4678 | LR: 5.45e-06
Episode  5420 | Reward:  22.11 | Regret: 52.5092 | Best: 37.4678 | LR: 5.10e-06
Episode  5440 | Reward:  22.53 | Regret: 49.0212 | Best: 37.4678 | LR: 4.76e-06
Episode  5460 | Reward:  22.33 | Regret: 52.7885 | Best: 37.4678 | LR: 4.43e-06
Episode  5480 | Reward:  23.41 | Regret: 48.5843 | Best: 37.4678 | LR: 4.11e-06
Episode  5500 | Reward:  22.85 | Regret: 45.8821 | Best: 37.4678 | LR: 3.81e-06
Episode  5520 | Reward:  22.96 | Regret: 54.3856 | Best: 37.4678 | LR: 3.51e-06
Episode  5540 | Reward:  22.81 | Regret: 55.8982 | Best: 37.4678 | LR: 3.23e-06
Episode  5560 | Reward:  22.72 | Regret: 56.2754 | Best: 37.4678 | LR: 2.96e-06
Episode  5580 | Reward:  22.08 | Regret: 64.8643 | Best: 37.4678 | LR: 2.70e-06
Episode  5600 | Reward:  23.24 | Regret: 63.7478 | Best: 37.4678 | LR: 2.45e-06
Episode  5620 | Reward:  23.87 | Regret: 50.4487 | Best: 37.4678 | LR: 2.21e-06
Episode  5640 | Reward:  23.86 | Regret: 50.2762 | Best: 37.4678 | LR: 1.99e-06
Episode  5660 | Reward:  24.41 | Regret: 47.1583 | Best: 37.4678 | LR: 1.77e-06
Episode  5680 | Reward:  24.36 | Regret: 41.7676 | Best: 37.4678 | LR: 1.57e-06
Episode  5700 | Reward:  24.51 | Regret: 41.5554 | Best: 37.4678 | LR: 1.38e-06
Episode  5720 | Reward:  23.02 | Regret: 51.4785 | Best: 37.4678 | LR: 1.20e-06
Episode  5740 | Reward:  22.15 | Regret: 53.7107 | Best: 37.4678 | LR: 1.04e-06
Episode  5760 | Reward:  22.47 | Regret: 51.8867 | Best: 37.4678 | LR: 8.86e-07
Episode  5780 | Reward:  22.63 | Regret: 48.5902 | Best: 37.4678 | LR: 7.45e-07
Episode  5800 | Reward:  22.57 | Regret: 45.1151 | Best: 37.4678 | LR: 6.16e-07
Episode  5820 | Reward:  22.76 | Regret: 41.7944 | Best: 37.4678 | LR: 4.99e-07
Episode  5840 | Reward:  24.03 | Regret: 40.3320 | Best: 37.4678 | LR: 3.94e-07
Episode  5860 | Reward:  24.53 | Regret: 43.6384 | Best: 37.4678 | LR: 3.02e-07
Episode  5880 | Reward:  23.86 | Regret: 51.6193 | Best: 37.4678 | LR: 2.22e-07
Episode  5900 | Reward:  23.87 | Regret: 54.4591 | Best: 37.4678 | LR: 1.54e-07
Episode  5920 | Reward:  25.23 | Regret: 47.6391 | Best: 37.4678 | LR: 9.87e-08
Episode  5940 | Reward:  23.96 | Regret: 50.8732 | Best: 37.4678 | LR: 5.55e-08
Episode  5960 | Reward:  23.46 | Regret: 49.9506 | Best: 37.4678 | LR: 2.47e-08
Episode  5980 | Reward:  24.45 | Regret: 44.4272 | Best: 37.4678 | LR: 6.17e-09
Episode  6000 | Reward:  24.86 | Regret: 41.4451 | Best: 37.4678 | LR: 1.00e-04

模型已保存: ./runs/ppo_bo_1219_v1/ppo_ep6000.pt

Episode  6020 | Reward:  24.60 | Regret: 48.2453 | Best: 37.4678 | LR: 1.00e-04
Episode  6040 | Reward:  25.04 | Regret: 43.4469 | Best: 37.4678 | LR: 1.00e-04
Episode  6060 | Reward:  25.70 | Regret: 38.7288 | Best: 37.4678 | LR: 1.00e-04
Episode  6080 | Reward:  26.02 | Regret: 37.9474 | Best: 35.5070 | LR: 1.00e-04
Episode  6100 | Reward:  25.28 | Regret: 41.5741 | Best: 35.5070 | LR: 1.00e-04
Episode  6120 | Reward:  25.65 | Regret: 36.0880 | Best: 34.3549 | LR: 9.99e-05
Episode  6140 | Reward:  24.85 | Regret: 41.1468 | Best: 34.3549 | LR: 9.99e-05
Episode  6160 | Reward:  23.91 | Regret: 45.2890 | Best: 34.3549 | LR: 9.99e-05
Episode  6180 | Reward:  23.29 | Regret: 47.6523 | Best: 34.3549 | LR: 9.99e-05
Episode  6200 | Reward:  24.18 | Regret: 43.5046 | Best: 34.3549 | LR: 9.98e-05
Episode  6220 | Reward:  24.06 | Regret: 46.1941 | Best: 34.3549 | LR: 9.98e-05
Episode  6240 | Reward:  25.17 | Regret: 41.3724 | Best: 34.3549 | LR: 9.98e-05
Episode  6260 | Reward:  24.77 | Regret: 45.8880 | Best: 34.3549 | LR: 9.97e-05
Episode  6280 | Reward:  24.61 | Regret: 45.5288 | Best: 34.3549 | LR: 9.97e-05
Episode  6300 | Reward:  23.68 | Regret: 53.6868 | Best: 34.3549 | LR: 9.97e-05
Episode  6320 | Reward:  23.46 | Regret: 52.1272 | Best: 34.3549 | LR: 9.96e-05
Episode  6340 | Reward:  23.23 | Regret: 54.1328 | Best: 34.3549 | LR: 9.96e-05
Episode  6360 | Reward:  25.04 | Regret: 47.3271 | Best: 34.3549 | LR: 9.95e-05
Episode  6380 | Reward:  24.25 | Regret: 48.6087 | Best: 34.3549 | LR: 9.94e-05
Episode  6400 | Reward:  24.52 | Regret: 40.4225 | Best: 34.3549 | LR: 9.94e-05
Episode  6420 | Reward:  23.86 | Regret: 43.3846 | Best: 34.3549 | LR: 9.93e-05
Episode  6440 | Reward:  23.36 | Regret: 48.8080 | Best: 34.3549 | LR: 9.93e-05
Episode  6460 | Reward:  21.44 | Regret: 52.0022 | Best: 34.3549 | LR: 9.92e-05
Episode  6480 | Reward:  21.80 | Regret: 53.5126 | Best: 34.3549 | LR: 9.91e-05
Episode  6500 | Reward:  21.94 | Regret: 54.5658 | Best: 34.3549 | LR: 9.90e-05
Episode  6520 | Reward:  22.93 | Regret: 60.5059 | Best: 34.3549 | LR: 9.90e-05
Episode  6540 | Reward:  22.54 | Regret: 60.1480 | Best: 34.3549 | LR: 9.89e-05
Episode  6560 | Reward:  24.11 | Regret: 58.8990 | Best: 34.3549 | LR: 9.88e-05
Episode  6580 | Reward:  25.50 | Regret: 53.8038 | Best: 34.3549 | LR: 9.87e-05
Episode  6600 | Reward:  25.87 | Regret: 62.3045 | Best: 34.3549 | LR: 9.86e-05
Episode  6620 | Reward:  24.94 | Regret: 56.3554 | Best: 34.3549 | LR: 9.85e-05
Episode  6640 | Reward:  25.37 | Regret: 52.2074 | Best: 34.3549 | LR: 9.84e-05
Episode  6660 | Reward:  25.80 | Regret: 48.5487 | Best: 34.3549 | LR: 9.83e-05
Episode  6680 | Reward:  25.62 | Regret: 48.9507 | Best: 34.3549 | LR: 9.82e-05
Episode  6700 | Reward:  25.03 | Regret: 46.3392 | Best: 34.3549 | LR: 9.81e-05
Episode  6720 | Reward:  25.91 | Regret: 43.2792 | Best: 34.3549 | LR: 9.80e-05
Episode  6740 | Reward:  26.32 | Regret: 41.2007 | Best: 34.3549 | LR: 9.79e-05
Episode  6760 | Reward:  24.32 | Regret: 54.4290 | Best: 34.3549 | LR: 9.78e-05
Episode  6780 | Reward:  23.44 | Regret: 75.8680 | Best: 34.3549 | LR: 9.77e-05
Episode  6800 | Reward:  24.19 | Regret: 68.1348 | Best: 34.3549 | LR: 9.76e-05
Episode  6820 | Reward:  23.77 | Regret: 70.3359 | Best: 34.3549 | LR: 9.74e-05
Episode  6840 | Reward:  23.12 | Regret: 71.3427 | Best: 34.3549 | LR: 9.73e-05
Episode  6860 | Reward:  23.00 | Regret: 69.7375 | Best: 34.3549 | LR: 9.72e-05
Episode  6880 | Reward:  23.83 | Regret: 48.4592 | Best: 34.3549 | LR: 9.70e-05
Episode  6900 | Reward:  23.29 | Regret: 52.4290 | Best: 34.3549 | LR: 9.69e-05
Episode  6920 | Reward:  22.99 | Regret: 50.5507 | Best: 34.3549 | LR: 9.68e-05
Episode  6940 | Reward:  23.62 | Regret: 50.3677 | Best: 34.3549 | LR: 9.66e-05
Episode  6960 | Reward:  25.74 | Regret: 39.0704 | Best: 34.3549 | LR: 9.65e-05
Episode  6980 | Reward:  25.76 | Regret: 38.8390 | Best: 34.3549 | LR: 9.63e-05
Episode  7000 | Reward:  26.21 | Regret: 39.7364 | Best: 34.3549 | LR: 9.62e-05

模型已保存: ./runs/ppo_bo_1219_v1/ppo_ep7000.pt

Episode  7020 | Reward:  26.70 | Regret: 38.7162 | Best: 34.3549 | LR: 9.60e-05
Episode  7040 | Reward:  26.27 | Regret: 41.7473 | Best: 34.3549 | LR: 9.59e-05
Episode  7060 | Reward:  24.58 | Regret: 46.3557 | Best: 34.3549 | LR: 9.57e-05
Episode  7080 | Reward:  24.52 | Regret: 45.6997 | Best: 34.3549 | LR: 9.56e-05
Episode  7100 | Reward:  24.54 | Regret: 55.6447 | Best: 34.3549 | LR: 9.54e-05
Episode  7120 | Reward:  24.82 | Regret: 55.7404 | Best: 34.3549 | LR: 9.52e-05
Episode  7140 | Reward:  25.93 | Regret: 49.3186 | Best: 34.3549 | LR: 9.51e-05
Episode  7160 | Reward:  26.52 | Regret: 46.4477 | Best: 34.3549 | LR: 9.49e-05
Episode  7180 | Reward:  25.98 | Regret: 57.2990 | Best: 34.3549 | LR: 9.47e-05
Episode  7200 | Reward:  26.60 | Regret: 42.8360 | Best: 34.3549 | LR: 9.46e-05
Episode  7220 | Reward:  26.61 | Regret: 42.5874 | Best: 34.3549 | LR: 9.44e-05
Episode  7240 | Reward:  25.81 | Regret: 44.0943 | Best: 34.3549 | LR: 9.42e-05
Episode  7260 | Reward:  25.95 | Regret: 42.1388 | Best: 34.3549 | LR: 9.40e-05
Episode  7280 | Reward:  25.95 | Regret: 32.7125 | Best: 32.7125 | LR: 9.38e-05
Episode  7300 | Reward:  25.02 | Regret: 32.9702 | Best: 32.7125 | LR: 9.36e-05
Episode  7320 | Reward:  24.75 | Regret: 31.9418 | Best: 31.2124 | LR: 9.34e-05
Episode  7340 | Reward:  25.61 | Regret: 34.9993 | Best: 31.1089 | LR: 9.32e-05
Episode  7360 | Reward:  24.31 | Regret: 42.7396 | Best: 31.1089 | LR: 9.30e-05
Episode  7380 | Reward:  24.77 | Regret: 40.8652 | Best: 31.1089 | LR: 9.28e-05
Episode  7400 | Reward:  25.20 | Regret: 41.7209 | Best: 31.1089 | LR: 9.26e-05
Episode  7420 | Reward:  25.80 | Regret: 42.6284 | Best: 31.1089 | LR: 9.24e-05
Episode  7440 | Reward:  24.99 | Regret: 40.5020 | Best: 31.1089 | LR: 9.22e-05
Episode  7460 | Reward:  25.26 | Regret: 38.7032 | Best: 31.1089 | LR: 9.20e-05
Episode  7480 | Reward:  24.77 | Regret: 39.1594 | Best: 31.1089 | LR: 9.18e-05
Episode  7500 | Reward:  24.93 | Regret: 38.7912 | Best: 31.1089 | LR: 9.16e-05
Episode  7520 | Reward:  22.71 | Regret: 42.8879 | Best: 31.1089 | LR: 9.14e-05
Episode  7540 | Reward:  23.19 | Regret: 40.9006 | Best: 31.1089 | LR: 9.11e-05
Episode  7560 | Reward:  24.17 | Regret: 35.8818 | Best: 31.1089 | LR: 9.09e-05
Episode  7580 | Reward:  24.84 | Regret: 33.2323 | Best: 31.1089 | LR: 9.07e-05
Episode  7600 | Reward:  24.60 | Regret: 34.1593 | Best: 31.1089 | LR: 9.05e-05
Episode  7620 | Reward:  26.04 | Regret: 30.3872 | Best: 30.3257 | LR: 9.02e-05
Episode  7640 | Reward:  26.31 | Regret: 29.7283 | Best: 29.7283 | LR: 9.00e-05
Episode  7660 | Reward:  26.58 | Regret: 36.3837 | Best: 28.8090 | LR: 8.97e-05
Episode  7680 | Reward:  26.58 | Regret: 37.5276 | Best: 28.8090 | LR: 8.95e-05
Episode  7700 | Reward:  26.82 | Regret: 35.7008 | Best: 28.8090 | LR: 8.93e-05
Episode  7720 | Reward:  26.86 | Regret: 39.1777 | Best: 28.8090 | LR: 8.90e-05
Episode  7740 | Reward:  25.75 | Regret: 44.9853 | Best: 28.8090 | LR: 8.88e-05
Episode  7760 | Reward:  25.88 | Regret: 53.2605 | Best: 28.8090 | LR: 8.85e-05
Episode  7780 | Reward:  26.04 | Regret: 53.2451 | Best: 28.8090 | LR: 8.83e-05
Episode  7800 | Reward:  25.80 | Regret: 53.1572 | Best: 28.8090 | LR: 8.80e-05
Episode  7820 | Reward:  26.23 | Regret: 50.6843 | Best: 28.8090 | LR: 8.78e-05
Episode  7840 | Reward:  26.94 | Regret: 47.4567 | Best: 28.8090 | LR: 8.75e-05
Episode  7860 | Reward:  26.86 | Regret: 33.0541 | Best: 28.8090 | LR: 8.72e-05
Episode  7880 | Reward:  26.37 | Regret: 35.8160 | Best: 28.8090 | LR: 8.70e-05
Episode  7900 | Reward:  25.97 | Regret: 37.4780 | Best: 28.8090 | LR: 8.67e-05
Episode  7920 | Reward:  24.74 | Regret: 38.7026 | Best: 28.8090 | LR: 8.64e-05
Episode  7940 | Reward:  24.01 | Regret: 49.1100 | Best: 28.8090 | LR: 8.62e-05
Episode  7960 | Reward:  23.20 | Regret: 56.9861 | Best: 28.8090 | LR: 8.59e-05
Episode  7980 | Reward:  23.50 | Regret: 56.2680 | Best: 28.8090 | LR: 8.56e-05
Episode  8000 | Reward:  24.18 | Regret: 53.8622 | Best: 28.8090 | LR: 8.54e-05

模型已保存: ./runs/ppo_bo_1219_v1/ppo_ep8000.pt

Episode  8020 | Reward:  24.06 | Regret: 54.1646 | Best: 28.8090 | LR: 8.51e-05
Episode  8040 | Reward:  24.36 | Regret: 48.5749 | Best: 28.8090 | LR: 8.48e-05
Episode  8060 | Reward:  24.67 | Regret: 45.4243 | Best: 28.8090 | LR: 8.45e-05
Episode  8080 | Reward:  24.52 | Regret: 42.9770 | Best: 28.8090 | LR: 8.42e-05
Episode  8100 | Reward:  24.44 | Regret: 43.0981 | Best: 28.8090 | LR: 8.39e-05
Episode  8120 | Reward:  25.75 | Regret: 43.2508 | Best: 28.8090 | LR: 8.37e-05
Episode  8140 | Reward:  26.73 | Regret: 35.4938 | Best: 28.8090 | LR: 8.34e-05
Episode  8160 | Reward:  26.68 | Regret: 34.2552 | Best: 28.8090 | LR: 8.31e-05
Episode  8180 | Reward:  26.79 | Regret: 41.0755 | Best: 28.8090 | LR: 8.28e-05
Episode  8200 | Reward:  26.85 | Regret: 49.2155 | Best: 28.8090 | LR: 8.25e-05
Episode  8220 | Reward:  26.16 | Regret: 49.5029 | Best: 28.8090 | LR: 8.22e-05
Episode  8240 | Reward:  25.39 | Regret: 52.5439 | Best: 28.8090 | LR: 8.19e-05
Episode  8260 | Reward:  26.81 | Regret: 51.1352 | Best: 28.8090 | LR: 8.16e-05
Episode  8280 | Reward:  26.45 | Regret: 46.8584 | Best: 28.8090 | LR: 8.13e-05
Episode  8300 | Reward:  26.26 | Regret: 39.8545 | Best: 28.8090 | LR: 8.10e-05
Episode  8320 | Reward:  26.57 | Regret: 38.2274 | Best: 28.8090 | LR: 8.06e-05
Episode  8340 | Reward:  26.76 | Regret: 38.3734 | Best: 28.8090 | LR: 8.03e-05
Episode  8360 | Reward:  26.33 | Regret: 34.3955 | Best: 28.8090 | LR: 8.00e-05
Episode  8380 | Reward:  26.22 | Regret: 33.4753 | Best: 28.8090 | LR: 7.97e-05
Episode  8400 | Reward:  25.90 | Regret: 36.6152 | Best: 28.8090 | LR: 7.94e-05
Episode  8420 | Reward:  26.45 | Regret: 34.7328 | Best: 28.8090 | LR: 7.91e-05
Episode  8440 | Reward:  26.16 | Regret: 32.9689 | Best: 28.8090 | LR: 7.88e-05
Episode  8460 | Reward:  26.22 | Regret: 32.8814 | Best: 28.8090 | LR: 7.84e-05
Episode  8480 | Reward:  26.44 | Regret: 32.9552 | Best: 28.8090 | LR: 7.81e-05
Episode  8500 | Reward:  25.60 | Regret: 34.0925 | Best: 28.8090 | LR: 7.78e-05
Episode  8520 | Reward:  25.49 | Regret: 35.6584 | Best: 28.8090 | LR: 7.75e-05
Episode  8540 | Reward:  25.25 | Regret: 37.9712 | Best: 28.8090 | LR: 7.71e-05
Episode  8560 | Reward:  25.00 | Regret: 40.1247 | Best: 28.8090 | LR: 7.68e-05
Episode  8580 | Reward:  25.23 | Regret: 39.3401 | Best: 28.8090 | LR: 7.65e-05
Episode  8600 | Reward:  26.71 | Regret: 35.7042 | Best: 28.8090 | LR: 7.61e-05
Episode  8620 | Reward:  26.41 | Regret: 32.4296 | Best: 28.8090 | LR: 7.58e-05
Episode  8640 | Reward:  27.78 | Regret: 28.8534 | Best: 28.8090 | LR: 7.55e-05
Episode  8660 | Reward:  27.67 | Regret: 27.7873 | Best: 27.6609 | LR: 7.51e-05
Episode  8680 | Reward:  27.86 | Regret: 27.2465 | Best: 26.5743 | LR: 7.48e-05
Episode  8700 | Reward:  27.57 | Regret: 27.1275 | Best: 26.3572 | LR: 7.44e-05
Episode  8720 | Reward:  27.01 | Regret: 31.2493 | Best: 26.3572 | LR: 7.41e-05
Episode  8740 | Reward:  26.59 | Regret: 32.0059 | Best: 26.3572 | LR: 7.37e-05
Episode  8760 | Reward:  25.96 | Regret: 38.0776 | Best: 26.3572 | LR: 7.34e-05
Episode  8780 | Reward:  25.67 | Regret: 37.3832 | Best: 26.3572 | LR: 7.30e-05
Episode  8800 | Reward:  26.55 | Regret: 34.4306 | Best: 26.3572 | LR: 7.27e-05
Episode  8820 | Reward:  27.18 | Regret: 33.6215 | Best: 26.3572 | LR: 7.23e-05
Episode  8840 | Reward:  26.51 | Regret: 37.5518 | Best: 26.3572 | LR: 7.20e-05
Episode  8860 | Reward:  26.48 | Regret: 33.3787 | Best: 26.3572 | LR: 7.16e-05
Episode  8880 | Reward:  26.69 | Regret: 33.5491 | Best: 26.3572 | LR: 7.13e-05
Episode  8900 | Reward:  25.70 | Regret: 44.1501 | Best: 26.3572 | LR: 7.09e-05
Episode  8920 | Reward:  25.68 | Regret: 41.7931 | Best: 26.3572 | LR: 7.06e-05
Episode  8940 | Reward:  26.83 | Regret: 36.1570 | Best: 26.3572 | LR: 7.02e-05
Episode  8960 | Reward:  27.13 | Regret: 35.4334 | Best: 26.3572 | LR: 6.99e-05
Episode  8980 | Reward:  26.06 | Regret: 39.0637 | Best: 26.3572 | LR: 6.95e-05
Episode  9000 | Reward:  25.84 | Regret: 32.4881 | Best: 26.3572 | LR: 6.91e-05

模型已保存: ./runs/ppo_bo_1219_v1/ppo_ep9000.pt

Episode  9020 | Reward:  25.08 | Regret: 33.8080 | Best: 26.3572 | LR: 6.88e-05
Episode  9040 | Reward:  24.43 | Regret: 38.2872 | Best: 26.3572 | LR: 6.84e-05
Episode  9060 | Reward:  24.29 | Regret: 41.5930 | Best: 26.3572 | LR: 6.80e-05
Episode  9080 | Reward:  24.51 | Regret: 41.9863 | Best: 26.3572 | LR: 6.77e-05
Episode  9100 | Reward:  25.07 | Regret: 37.9517 | Best: 26.3572 | LR: 6.73e-05
Episode  9120 | Reward:  25.84 | Regret: 39.9894 | Best: 26.3572 | LR: 6.69e-05
Episode  9140 | Reward:  25.35 | Regret: 41.7042 | Best: 26.3572 | LR: 6.66e-05
Episode  9160 | Reward:  25.26 | Regret: 37.6520 | Best: 26.3572 | LR: 6.62e-05
Episode  9180 | Reward:  26.49 | Regret: 31.8911 | Best: 26.3572 | LR: 6.58e-05
Episode  9200 | Reward:  26.05 | Regret: 32.9561 | Best: 26.3572 | LR: 6.55e-05
Episode  9220 | Reward:  25.71 | Regret: 30.9338 | Best: 26.3572 | LR: 6.51e-05
Episode  9240 | Reward:  25.99 | Regret: 28.3169 | Best: 25.9849 | LR: 6.47e-05
Episode  9260 | Reward:  27.03 | Regret: 28.7701 | Best: 25.9849 | LR: 6.43e-05
Episode  9280 | Reward:  26.62 | Regret: 31.8629 | Best: 25.9849 | LR: 6.39e-05
Episode  9300 | Reward:  26.72 | Regret: 33.7469 | Best: 25.9849 | LR: 6.36e-05
Episode  9320 | Reward:  27.15 | Regret: 35.4440 | Best: 25.9849 | LR: 6.32e-05
Episode  9340 | Reward:  26.64 | Regret: 37.4798 | Best: 25.9849 | LR: 6.28e-05
Episode  9360 | Reward:  25.92 | Regret: 39.7158 | Best: 25.9849 | LR: 6.24e-05
Episode  9380 | Reward:  25.79 | Regret: 37.7517 | Best: 25.9849 | LR: 6.21e-05
Episode  9400 | Reward:  26.48 | Regret: 36.3796 | Best: 25.9849 | LR: 6.17e-05
Episode  9420 | Reward:  26.62 | Regret: 39.7687 | Best: 25.9849 | LR: 6.13e-05
Episode  9440 | Reward:  26.57 | Regret: 40.6924 | Best: 25.9849 | LR: 6.09e-05
Episode  9460 | Reward:  26.26 | Regret: 38.8265 | Best: 25.9849 | LR: 6.05e-05
Episode  9480 | Reward:  25.92 | Regret: 43.0197 | Best: 25.9849 | LR: 6.01e-05
Episode  9500 | Reward:  25.69 | Regret: 42.7360 | Best: 25.9849 | LR: 5.98e-05
Episode  9520 | Reward:  25.73 | Regret: 35.6125 | Best: 25.9849 | LR: 5.94e-05
Episode  9540 | Reward:  26.41 | Regret: 30.4968 | Best: 25.9849 | LR: 5.90e-05
Episode  9560 | Reward:  26.97 | Regret: 28.7879 | Best: 25.9849 | LR: 5.86e-05
Episode  9580 | Reward:  27.26 | Regret: 27.7116 | Best: 25.9849 | LR: 5.82e-05
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
analytics-python queue is full
Episode  9600 | Reward:  27.85 | Regret: 26.8711 | Best: 25.9849 | LR: 5.78e-05
Episode  9620 | Reward:  28.28 | Regret: 27.7852 | Best: 25.9849 | LR: 5.74e-05
Episode  9640 | Reward:  29.02 | Regret: 26.3093 | Best: 25.9849 | LR: 5.70e-05
Episode  9660 | Reward:  28.04 | Regret: 29.2046 | Best: 25.9849 | LR: 5.67e-05
Episode  9680 | Reward:  28.72 | Regret: 26.8520 | Best: 25.9849 | LR: 5.63e-05
Episode  9700 | Reward:  28.09 | Regret: 36.8815 | Best: 25.9849 | LR: 5.59e-05
Episode  9720 | Reward:  27.42 | Regret: 37.6605 | Best: 25.9849 | LR: 5.55e-05
Episode  9740 | Reward:  26.03 | Regret: 44.5124 | Best: 25.9849 | LR: 5.51e-05
Episode  9760 | Reward:  27.37 | Regret: 40.9594 | Best: 25.9849 | LR: 5.47e-05
Episode  9780 | Reward:  26.43 | Regret: 46.8280 | Best: 25.9849 | LR: 5.43e-05
Episode  9800 | Reward:  26.51 | Regret: 38.1150 | Best: 25.9849 | LR: 5.39e-05
Episode  9820 | Reward:  26.90 | Regret: 36.2300 | Best: 25.9849 | LR: 5.35e-05
Episode  9840 | Reward:  27.10 | Regret: 31.5258 | Best: 25.9849 | LR: 5.31e-05
Episode  9860 | Reward:  26.20 | Regret: 34.6047 | Best: 25.9849 | LR: 5.27e-05
Episode  9880 | Reward:  26.98 | Regret: 26.6446 | Best: 25.9849 | LR: 5.24e-05
Episode  9900 | Reward:  26.81 | Regret: 25.8303 | Best: 25.2019 | LR: 5.20e-05
Episode  9920 | Reward:  26.45 | Regret: 26.3150 | Best: 25.0368 | LR: 5.16e-05
Episode  9940 | Reward:  26.80 | Regret: 26.0339 | Best: 24.7631 | LR: 5.12e-05
Episode  9960 | Reward:  26.40 | Regret: 34.5797 | Best: 24.7631 | LR: 5.08e-05
Episode  9980 | Reward:  26.77 | Regret: 35.7654 | Best: 24.7631 | LR: 5.04e-05
Episode 10000 | Reward:  27.17 | Regret: 35.6717 | Best: 24.7631 | LR: 5.00e-05

模型已保存: ./runs/ppo_bo_1219_v1/ppo_ep10000.pt


最终模型已保存: ./runs/ppo_bo_1219_v1/ppo_final.pt
TensorBoard writer 已关闭
+ cleanup
++ date +%s
+ end_time=1766164139
+ runtime=32482
++ date
++ hostname
+ echo '任务在 Fri Dec 19 12:08:59 EST 2025 结束或中断 (hostname=r4516u01n01.misha.ycrc.yale.edu)'
任务在 Fri Dec 19 12:08:59 EST 2025 结束或中断 (hostname=r4516u01n01.misha.ycrc.yale.edu)
+ echo '总耗时: 9 小时 1 分钟 22 秒'
总耗时: 9 小时 1 分钟 22 秒
